eval_id,eval_name,eval_dataset,eval_aug,eval_method,eval_K_fold,pretrain_id,pretrain_name,pretrain_dataset,pretrain_method,pretrain_aug,accuracies,backbone,K
nl4f43ni,__linear__rgz__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[16.66666603088379, 16.66666603088379, 16.66666603088379]",vit_tiny,3
7mm2f8as,__linear__rgz__minmax____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[44.877777099609375, 44.06666564941406, 45.733333587646484]",vit_tiny,3
6ojxp4vq,__linear__rgz__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[31.700000762939453, 31.044445037841797, 30.4777774810791]",vit_tiny,3
wmjr806b,__linear__rgz__minmax__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[65.12222290039062, 16.66666603088379, 64.9000015258789]",resnet50,3
vrk7x1dz,__linear__rgz__mixed____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[71.32221984863281, 70.04444885253906, 71.31111145019531]",resnet18,3
uu1ejoht,__linear__rgz__minmax____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[72.43333435058594, 71.0, 71.5777816772461]",resnet18,3
s6qcs1r0,__linear__rgz__minmax__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[66.72222137451172, 67.76667022705078, 67.14444732666016]",resnet18,3
qbyruezt,__linear__rgz__minmax____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[64.72222137451172, 63.255558013916016, 63.57777786254883]",resnet18,3
pkktya0s,__linear__rgz__minmax__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[16.66666603088379, 16.66666603088379, 16.66666603088379]",resnet50,3
oydhmkpa,__linear__rgz__mixed__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[67.03333282470703, 66.9000015258789, 65.8888931274414]",resnet50,3
ofczdxwb,__linear__rgz__minmax__byol_banner_aug_minmax_model_resnet50__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[70.13333129882812, 70.0888900756836, 69.20000457763672]",resnet50,3
lwqhx4z7,__linear__rgz__mixed__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[16.66666603088379, 16.66666603088379, 16.66666603088379]",resnet50,3
lm68xr4q,__linear__rgz__minmax__byol_banner_aug_mixed_model_resnet18__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[67.45555877685547, 68.68888854980469, 68.80000305175781]",resnet18,3
j2zmg7ps,__linear__rgz__mixed__byol_banner_aug_mixed_model_resnet18__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[70.56666564941406, 69.95555877685547, 70.9888916015625]",resnet18,3
fwm2d81z,__linear__rgz__minmax__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[68.80000305175781, 68.9888916015625, 69.4000015258789]",resnet18,3
f4jzeaxj,__linear__rgz__mixed____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[69.33333587646484, 68.83333587646484, 69.34444427490234]",resnet18,3
dqghpq2y,__linear__rgz__mixed__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[63.377777099609375, 64.21111297607422, 62.833335876464844]",resnet18,3
d2r2148f,__linear__rgz__minmax__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[63.82222366333008, 65.18888854980469, 65.15555572509766]",resnet18,3
8fpkcxm2,__linear__rgz__mixed__byol_banner_aug_minmax_model_resnet50__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[68.97777557373047, 68.56666564941406, 68.15555572509766]",resnet50,3
7njhhpt9,__linear__rgz__mixed__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[16.66666603088379, 16.66666603088379, 16.66666603088379]",resnet50,3
7hi411ql,__linear__rgz__minmax__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[64.0111083984375, 65.23333740234375, 64.30000305175781]",resnet18,3
625evvrl,__linear__rgz__mixed__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[65.31111145019531, 65.67778015136719, 66.25555419921875]",resnet18,3
5dt3b1zt,__linear__rgz__minmax__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[16.66666603088379, 16.66666603088379, 16.66666603088379]",resnet50,3
3cadgmfb,__linear__rgz__minmax__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[68.12222290039062, 68.26667022705078, 67.24444580078125]",resnet50,3
24758jah,__linear__rgz__minmax____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[67.92222595214844, 68.5888900756836, 67.78888702392578]",resnet18,3
0m8dvnga,__linear__rgz__minmax__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info_wo_nan__,rgz,minmax,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[69.62222290039062, 69.4111099243164, 69.14444732666016]",resnet50,3
danx6aga,__linear__rgz__mixed__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info_wo_nan__,rgz,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[67.04444885253906, 67.81111145019531, 66.9111099243164]",resnet18,3
zzteho5n,__linear__mirabest__minmax__simclr_banner_aug_minmax_model_resnet18__K1__as_is__info__,mirabest,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,[47.115386962890625],resnet18,1
yl8a0kgb,__linear__mirabest__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256____K1__as_is__info__,mirabest,minmax,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,[47.115386962890625],vit_tiny,1
yhulc4hx,__linear__mirabest__minmax__wmse-banner-mixed-resnet18-singlegpu__K1__as_is__info__,mirabest,minmax,linear,linear,j9zyrugp,wmse-banner-mixed-resnet18-singlegpu,banner,wmse,mixed,[49.0384635925293],resnet18,1
x2tmlapx,__linear__mirabest__mixed____pretrain__banner__all4one__resnet18__600__512____K1__as_is__info__,mirabest,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,[47.115386962890625],resnet18,1
wwa192v8,__linear__mirabest__minmax____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K1__as_is__info__,mirabest,minmax,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,[40.38461685180664],vit_tiny,1
ue2e6a20,__linear__mirabest__minmax____pretrain__banner__all4one__resnet18__600__512____K1__as_is__info__,mirabest,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,[49.0384635925293],resnet18,1
u3ei3obo,__linear__mirabest__minmax__byol_hulk_aug_minmax_model_resnet18__K1__as_is__info__,mirabest,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,[52.88461685180664],resnet18,1
sks12w3k,__linear__mirabest__minmax__swav-banner-mixed-resnet18-prot300-lr12-batch1024__K1__as_is__info__,mirabest,minmax,linear,linear,t2dojrsg,swav-banner-mixed-resnet18-prot300-lr12-batch1024,banner,swav,mixed,[35.57692337036133],resnet18,1
ryss4kfy,__linear__mirabest__mixed__simclr_banner_aug_minmax_model_resnet50__K1__as_is__info__,mirabest,mixed,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,[44.23076629638672],resnet50,1
ro7y1xw1,__linear__mirabest__mixed__byol_hulk_aug_minmax_model_resnet18__K1__as_is__info__,mirabest,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,[52.88461685180664],resnet18,1
r56vm8zg,__linear__mirabest__minmax____pretrain__banner__all4one__minmax__resnet18__e600__p512____K1__as_is__info__,mirabest,minmax,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,[52.88461685180664],resnet18,1
q7pjaa8h,__linear__mirabest__mixed__byol_hulk_aug_mixed_model_resnet50__K1__as_is__info__,mirabest,mixed,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,[47.115386962890625],resnet50,1
mop8xqqt,__linear__mirabest__minmax__simclr_banner_aug_minmax_model_resnet50__K1__as_is__info__,mirabest,minmax,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,[47.115386962890625],resnet50,1
j1idmxh2,__linear__mirabest__mixed__swav-banner-mixed-resnet18-prot300-lr12-batch1024__K1__as_is__info__,mirabest,mixed,linear,linear,t2dojrsg,swav-banner-mixed-resnet18-prot300-lr12-batch1024,banner,swav,mixed,[40.38461685180664],resnet18,1
g3vmgotg,__linear__mirabest__mixed__simclr_banner_aug_mixed_model_resnet18__K1__as_is__info__,mirabest,mixed,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,[34.61538314819336],resnet18,1
e2y69nfg,__linear__mirabest__mixed__byol_hulk_aug_minmax_model_resnet50__K1__as_is__info__,mirabest,mixed,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,[52.88461685180664],resnet50,1
dy09iy8z,__linear__mirabest__mixed__byol_banner_aug_mixed_model_resnet18__K1__as_is__info__,mirabest,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,[42.30768966674805],resnet18,1
cewyx5yr,__linear__mirabest__minmax__byol_hulk_aug_mixed_model_resnet50__K1__as_is__info__,mirabest,minmax,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,[52.88461685180664],resnet50,1
c9qy35mv,__linear__mirabest__mixed__byol_banner_aug_mixed_model_resnet50_lr02__K1__as_is__info__,mirabest,mixed,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,[47.115386962890625],resnet50,1
bojtrqmy,__linear__mirabest__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K1__as_is__info__,mirabest,mixed,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,[38.4615364074707],vit_tiny,1
ax3bdzqe,__linear__mirabest__mixed____pretrain__banner__all4one__minmax__resnet18__e600__p512____K1__as_is__info__,mirabest,mixed,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,[52.88461685180664],resnet18,1
apkcfya3,__linear__mirabest__mixed__simclr_banner_aug_mixed_model_resnet50__K1__as_is__info__,mirabest,mixed,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,[47.115386962890625],resnet50,1
9n305uop,__linear__mirabest__minmax__byol_banner_aug_mixed_model_resnet18__K1__as_is__info__,mirabest,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,[41.34615707397461],resnet18,1
9c8nrcmf,__linear__mirabest__mixed__byol_hulk_aug_mixed_model_resnet18__K1__as_is__info__,mirabest,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,[43.26923370361328],resnet18,1
8ik4csn9,__linear__mirabest__minmax____pretrain__banner__dino__resnet18__e600__p256____K1__as_is__info__,mirabest,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,[47.115386962890625],resnet18,1
7nyxxicq,__linear__mirabest__minmax__simclr_banner_aug_mixed_model_resnet18__K1__as_is__info__,mirabest,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,[40.38461685180664],resnet18,1
7debqhn7,__linear__mirabest__mixed__wmse-banner-mixed-resnet18-singlegpu__K1__as_is__info__,mirabest,mixed,linear,linear,j9zyrugp,wmse-banner-mixed-resnet18-singlegpu,banner,wmse,mixed,[46.153846740722656],resnet18,1
72jibpor,__linear__mirabest__mixed____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K1__as_is__info__,mirabest,mixed,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,[33.653846740722656],vit_tiny,1
72a66ec4,__linear__mirabest__mixed__simclr_banner_aug_minmax_model_resnet18__K1__as_is__info__,mirabest,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,[47.115386962890625],resnet18,1
6mh4gy82,__linear__mirabest__minmax__simclr_banner_aug_mixed_model_resnet50__K1__as_is__info__,mirabest,minmax,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,[47.115386962890625],resnet50,1
6hukfuao,__linear__mirabest__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256____K1__as_is__info__,mirabest,mixed,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,[47.115386962890625],vit_tiny,1
4bx8kj7e,__linear__mirabest__minmax__byol_hulk_aug_minmax_model_resnet50__K1__as_is__info__,mirabest,minmax,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,[52.88461685180664],resnet50,1
3jwityhf,__linear__mirabest__mixed____pretrain__banner__dino__resnet18__e600__p256____K1__as_is__info__,mirabest,mixed,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,[52.88461685180664],resnet18,1
2khvsdak,__linear__mirabest__minmax__byol_hulk_aug_mixed_model_resnet18__K1__as_is__info__,mirabest,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,[47.115386962890625],resnet18,1
1mea1ohx,__linear__mirabest__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K1__as_is__info__,mirabest,minmax,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,[41.34615707397461],vit_tiny,1
1fylm6pr,__linear__mirabest__minmax__byol_banner_aug_mixed_model_resnet50_lr02__K1__as_is__info__,mirabest,minmax,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,[47.115386962890625],resnet50,1
rddt2guf,__linear__mirabest__minmax__byol_banner_aug_minmax_model_resnet50__K1__as_is__info__,mirabest,minmax,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,[52.88461685180664],resnet50,1
mnj2bpdo,__linear__mirabest__mixed__byol_banner_aug_minmax_model_resnet50__K1__as_is__info__,mirabest,mixed,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,[47.115386962890625],resnet50,1
iifd64mp,__linear__robin__minmax__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info__,robin,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[72.64934539794922, 77.37661743164062, 65.2727279663086]",resnet18,3
hsfh9xe8,__linear__robin__minmax__swav-banner-mixed-resnet18-prot300-lr12-batch1024__K3__balanced_as_is__info__,robin,minmax,linear,linear,t2dojrsg,swav-banner-mixed-resnet18-prot300-lr12-batch1024,banner,swav,mixed,"[67.37661743164062, 72.80519104003906, 63.09090805053711]",resnet18,3
3obdknuq,__linear__robin__minmax__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info__,robin,minmax,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[73.24674987792969, 79.48051452636719, 65.7402572631836]",resnet50,3
wwn15i0k,__linear__robin__minmax__byol_banner_aug_mixed_model_resnet18__K3__as_is__info__,robin,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[70.07791900634766, 74.02597045898438, 64.2077865600586]",resnet18,3
uiohkb9t,__linear__robin__minmax__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info__,robin,minmax,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[69.92207336425781, 80.2077865600586, 66.64934539794922]",resnet50,3
qkx14vs4,__linear__robin__minmax__byol_banner_aug_minmax_model_resnet50__K3__as_is__info__,robin,minmax,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[14.285714149475098, 14.285714149475098, 14.285714149475098]",resnet50,3
okwea7ng,__linear__robin__minmax__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info__,robin,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[68.64934539794922, 73.1948013305664, 62.25973892211914]",resnet18,3
em2c68cw,__linear__robin__minmax__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info__,robin,minmax,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[66.85713958740234, 72.67532348632812, 61.194801330566406]",resnet50,3
bl93qy0l,__linear__robin__minmax____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info__,robin,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[71.22077941894531, 77.48051452636719, 66.10389709472656]",resnet18,3
7gpyst6g,__linear__robin__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info__,robin,minmax,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[45.35064697265625, 54.883113861083984, 44.75324630737305]",vit_tiny,3
3qfpbl9s,__linear__robin__minmax__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info__,robin,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[72.07791900634766, 78.02597045898438, 65.53246307373047]",resnet18,3
jrfvklle,__linear__robin__minmax____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info__,robin,minmax,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[48.467529296875, 58.025970458984375, 48.75324630737305]",vit_tiny,3
e1jxowxr,__linear__robin__minmax____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info__,robin,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[68.28571319580078, 72.98700714111328, 65.01298522949219]",resnet18,3
vgj8wn84,__linear__robin__minmax____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info__,robin,minmax,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[73.79220581054688, 80.80519104003906, 70.38961029052734]",resnet18,3
j1lyanly,__linear__robin__minmax__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info__,robin,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[69.37661743164062, 73.58441162109375, 63.40259552001953]",resnet18,3
dp8p36mr,__linear__robin__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info__,robin,minmax,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[14.285714149475098, 14.285714149475098, 14.285714149475098]",vit_tiny,3
6q68som6,__linear__robin__minmax__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info__,robin,minmax,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[14.285714149475098, 14.285714149475098, 14.285714149475098]",resnet50,3
ln99yfh4,__linear__robin__minmax__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info__,robin,minmax,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[71.61038970947266, 71.87012481689453, 63.89610290527344]",resnet50,3
q2055usd,__linear__robin__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info__,robin,mixed,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[14.285714149475098, 14.285714149475098, 14.285714149475098]",vit_tiny,3
ak9j4j6g,__linear__robin__mixed____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info__,robin,mixed,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[51.818180084228516, 59.740257263183594, 52.98701095581055]",vit_tiny,3
wc27ffuk,__linear__robin__mixed____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info__,robin,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[73.45454406738281, 79.03895568847656, 66.2337646484375]",resnet18,3
vw6bjxuj,__linear__robin__mixed__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info__,robin,mixed,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[71.58441162109375, 77.1948013305664, 66.62337493896484]",resnet50,3
uzlknqew,__linear__robin__mixed__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info__,robin,mixed,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[71.14285278320312, 71.9740219116211, 60.675323486328125]",resnet50,3
towqt8ux,__linear__robin__mixed__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info__,robin,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[69.71427917480469, 73.84415435791016, 62.857139587402344]",resnet18,3
rzzx94th,__linear__robin__mixed____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info__,robin,mixed,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[68.59739685058594, 72.67532348632812, 63.194801330566406]",resnet18,3
id9f8lyu,__linear__robin__mixed__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info__,robin,mixed,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[70.31168365478516, 71.9740219116211, 63.24674987792969]",resnet50,3
gvt7y492,__linear__robin__mixed__byol_banner_aug_mixed_model_resnet18__K3__as_is__info__,robin,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[71.4285659790039, 79.68830871582031, 67.45454406738281]",resnet18,3
asi4idu8,__linear__robin__mixed__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info__,robin,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[72.12986755371094, 74.75324249267578, 63.06493377685547]",resnet18,3
92yib5uj,__linear__robin__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info__,robin,mixed,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[43.94805145263672, 44.727272033691406, 43.63636016845703]",vit_tiny,3
4eo4zdnx,__linear__robin__mixed____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info__,robin,mixed,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[73.71427917480469, 80.31168365478516, 69.14285278320312]",resnet18,3
4dg7zro7,__linear__robin__mixed__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info__,robin,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[72.2077865600586, 79.29869842529297, 65.09090423583984]",resnet18,3
t9a2ij60,__linear__robin__mixed__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info__,robin,mixed,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[70.18181610107422, 79.92207336425781, 66.90908813476562]",resnet50,3
kypcdxcv,__linear__robin__mixed__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info__,robin,mixed,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[74.9610366821289, 80.54544830322266, 66.07791900634766]",resnet18,3
sux72psc,__linear__robin__mixed__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info__,robin,mixed,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[73.71427917480469, 80.7012939453125, 68.88311767578125]",resnet50,3
6uuaa3op,__linear__robin__mixed__byol_banner_aug_minmax_model_resnet50__K3__as_is__info__,robin,mixed,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[14.285714149475098, 14.285714149475098, 14.285714149475098]",resnet50,3
